epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,0,,0.00014715828001499176,,,,,
0,1,,0.0002882036496885121,,,,,
0,2,,0.00011402063682908192,,,,,
0,3,,0.00013450173719320446,,,,,
0,4,,0.008229757659137249,,,,,
0,5,,0.0067351520992815495,,,,,
0,6,,0.0012688017450273037,,,,,
0,7,,0.0003437743289396167,,,,,
0,8,,0.0011844350956380367,,,,,
0,9,,0.0002502204733900726,,,,,
0,10,,0.0002635053242556751,,,,,
0,11,,0.0001952246093424037,,,,,
0,12,,0.0070233820006251335,,,,,
0,13,,0.0001357338041998446,,,,,
0,14,,0.0018471117364242673,,,,,
0,15,,0.00011494022328406572,,,,,
0,16,,0.0014389678835868835,,,,,
0,17,,0.0008159540593624115,,,,,
0,18,,0.00017396980547346175,,,,,
0,19,,0.0003087160876020789,,,,,
0,20,,0.006245268043130636,,,,,
0,21,,0.00024243464577011764,,,,,
0,22,,0.002856775186955929,,,,,
0,23,,0.019793793559074402,,,,,
0,24,,0.0008540826383978128,,,,,
0,25,,0.00048413389595225453,,,,,
0,26,,0.0002666061045601964,,,,,
0,27,,0.0002728426188696176,,,,,
0,28,,0.0005013603949919343,,,,,
0,29,,0.0007712962105870247,,,,,
0,30,,0.006458664778620005,,,,,
0,31,,0.0004268126795068383,,,,,
0,32,,0.00026331591652706265,,,,,
0,33,,0.00033210404217243195,,,,,
0,34,,0.00020231827511452138,,,,,
0,35,,0.00018992330296896398,,,,,
0,36,,0.00021348812151700258,,,,,
0,37,,0.00017628754721954465,,,,,
0,38,,0.00020171314827166498,,,,,
0,39,,0.0003551333793438971,,,,,
0,40,,0.0010910897981375456,,,,,
0,41,,0.0001881374337244779,,,,,
0,42,,0.00023176816466730088,,,,,
0,43,,0.0006422888254746795,,,,,
0,44,,0.0005556216347031295,,,,,
0,45,,0.00016850425163283944,,,,,
0,46,,0.00024375587236136198,,,,,
0,47,,0.00015549620729871094,,,,,
0,48,,0.000184214033652097,,,,,
0,49,,0.0006273510516621172,,,,,
0,50,,0.00012778714881278574,,,,,
0,51,,0.00020576536189764738,,,,,
0,52,,0.005579886958003044,,,,,
0,53,,0.00020765067893080413,,,,,
0,54,,0.0006244945689104497,,,,,
0,55,,9.343214333057404e-05,,,,,
0,56,,0.00016441993648186326,,,,,
0,57,,0.00010518864291952923,,,,,
0,58,,0.00015817862004041672,,,,,
0,59,,0.00013393128756433725,,,,,
0,60,,0.001088360557332635,,,,,
0,61,,0.0010185325518250465,,,,,
0,62,,0.00020750431576743722,,,,,
0,63,,0.0005806053522974253,,,,,
0,64,,0.004873240832239389,,,,,
0,65,,0.00020621871226467192,,,,,
0,66,,0.00015265020192600787,,,,,
0,67,,0.008650349453091621,,,,,
0,68,,0.00019942212384194136,,,,,
0,69,,0.00010563970863586292,,,,,
0,70,,0.0005689492681995034,,,,,
0,71,,0.006158352363854647,,,,,
0,72,,0.00012582411000039428,,,,,
0,73,,0.0053009032271802425,,,,,
0,74,,0.0048169782385230064,,,,,
0,75,,0.00012866755423601717,,,,,
0,76,,0.00033836113288998604,,,,,
0,77,,7.021431520115584e-05,,,,,
0,78,,0.0006169346743263304,,,,,
0,79,,6.764143472537398e-05,,,,,
0,80,,0.00038214362575672567,,,,,
0,81,,0.0058078826405107975,,,,,
0,82,,0.007948719896376133,,,,,
0,83,,0.00016066142416093498,,,,,
0,84,,6.401581777026877e-05,,,,,
0,85,,0.0001316461421083659,,,,,
0,86,,0.0030512709636241198,,,,,
0,87,,0.00011183334572706372,,,,,
0,88,,0.00014779478078708053,,,,,
0,89,,0.0001119486551033333,,,,,
0,90,,0.0028425222262740135,,,,,
0,91,,0.00015229862765409052,,,,,
0,92,,0.00011423740943428129,,,,,
0,93,,0.0027671223506331444,,,,,
0,94,,0.00020007224520668387,,,,,
0,95,,0.000383959268219769,,,,,
0,96,,0.000144472491228953,,,,,
0,97,,9.155579027719796e-05,,,,,
0,98,,0.0029725797940045595,,,,,
0,99,,0.00018112559337168932,,,,,
0,100,,0.0025695678777992725,,,,,
0,101,,7.595651550218463e-05,,,,,
0,102,,0.0006569823599420488,,,,,
0,103,,0.00010071363067254424,,,,,
0,104,,0.0026064240373671055,,,,,
0,105,,9.432804654352367e-05,,,,,
0,106,,0.00014432097668759525,,,,,
0,107,,5.951716229901649e-05,,,,,
0,108,,0.0011793298181146383,,,,,
0,109,,0.0005156144616194069,,,,,
0,110,,0.002530259545892477,,,,,
0,111,,0.00023710125242359936,,,,,
0,112,,9.627446706872433e-05,,,,,
0,113,,0.0001164730783784762,,,,,
0,114,,0.0061191050335764885,,,,,
0,115,,6.183255754876882e-05,,,,,
0,116,,9.054401743924245e-05,,,,,
0,117,,0.00040110835107043386,,,,,
0,118,,8.156764670275152e-05,,,,,
0,119,,0.0024745857808738947,,,,,
0,120,,0.0001613820350030437,,,,,
0,121,,6.421675789169967e-05,,,,,
